Unnamed: 0,date,compound,unix
40,2021-03-17 00:00:00,0.0,1615935600000
41,2021-03-18 00:00:00,0.0,1616022000000
42,2021-03-19 00:00:00,0.0,1616108400000
43,2021-03-20 00:00:00,0.0,1616194800000
44,2021-03-21 00:00:00,0.0,1616281200000
45,2021-03-22 00:00:00,0.0,1616367600000
46,2021-03-23 00:00:00,0.0,1616454000000
47,2021-03-24 00:00:00,0.0,1616540400000
48,2021-03-25 00:00:00,0.0,1616626800000
49,2021-03-26 00:00:00,0.0,1616713200000
50,2021-03-27 00:00:00,0.0,1616799600000
51,2021-03-28 00:00:00,0.0,1616886000000
52,2021-03-29 00:00:00,0.0,1616968800000
53,2021-03-30 00:00:00,0.0,1617055200000
54,2021-03-31 00:00:00,0.0,1617141600000
55,2021-04-01 00:00:00,0.0,1617228000000
56,2021-04-02 00:00:00,0.0,1617314400000
57,2021-04-03 00:00:00,0.0,1617400800000
58,2021-04-04 00:00:00,0.0,1617487200000
59,2021-04-05 00:00:00,367.7148,1617573600000
60,2021-04-06 00:00:00,646.5593,1617660000000
61,2021-04-07 00:00:00,653.311,1617746400000
62,2021-04-08 00:00:00,632.1587,1617832800000
63,2021-04-09 00:00:00,453.4426,1617919200000
64,2021-04-10 00:00:00,626.5499,1618005600000
65,2021-04-11 00:00:00,365.7113,1618092000000
66,2021-04-12 00:00:00,285.2803,1618178400000
67,2021-04-13 00:00:00,0.0,1618264800000
68,2021-04-14 00:00:00,0.0,1618351200000
69,2021-04-15 00:00:00,0.0,1618437600000
70,2021-04-16 00:00:00,0.0,1618524000000
71,2021-04-17 00:00:00,79.9296,1618610400000
72,2021-04-18 00:00:00,643.4906,1618696800000
73,2021-04-19 00:00:00,615.4212,1618783200000
74,2021-04-20 00:00:00,673.3485,1618869600000
75,2021-04-21 00:00:00,528.0207,1618956000000
76,2021-04-22 00:00:00,641.8107,1619042400000
77,2021-04-23 00:00:00,700.8652,1619128800000
78,2021-04-24 00:00:00,606.5367,1619215200000
79,2021-04-25 00:00:00,0.0,1619301600000
80,2021-04-26 00:00:00,0.0,1619388000000
81,2021-04-27 00:00:00,0.0,1619474400000
82,2021-04-28 00:00:00,0.0,1619560800000
83,2021-04-29 00:00:00,0.0,1619647200000
84,2021-04-30 00:00:00,0.0,1619733600000
85,2021-05-01 00:00:00,0.0,1619820000000
86,2021-05-02 00:00:00,0.0,1619906400000
87,2021-05-03 00:00:00,0.0,1619992800000
88,2021-05-04 00:00:00,0.0,1620079200000
89,2021-05-05 00:00:00,0.0,1620165600000
90,2021-05-06 00:00:00,0.0,1620252000000
91,2021-05-07 00:00:00,0.0,1620338400000
92,2021-05-08 00:00:00,0.0,1620424800000
93,2021-05-09 00:00:00,0.0,1620511200000
94,2021-05-10 00:00:00,0.0,1620597600000
95,2021-05-11 00:00:00,0.0,1620684000000
96,2021-05-12 00:00:00,0.0,1620770400000
97,2021-05-13 00:00:00,0.0,1620856800000
98,2021-05-14 00:00:00,0.0,1620943200000
99,2021-05-15 00:00:00,0.0,1621029600000
100,2021-05-16 00:00:00,0.0,1621116000000
101,2021-05-17 00:00:00,0.0,1621202400000
102,2021-05-18 00:00:00,0.0,1621288800000
103,2021-05-19 00:00:00,0.0,1621375200000
104,2021-05-20 00:00:00,0.0,1621461600000
105,2021-05-21 00:00:00,0.0,1621548000000
106,2021-05-22 00:00:00,0.0,1621634400000
107,2021-05-23 00:00:00,0.0,1621720800000
108,2021-05-24 00:00:00,0.0,1621807200000
109,2021-05-25 00:00:00,421.771,1621893600000
110,2021-05-26 00:00:00,575.7535,1621980000000
111,2021-05-27 00:00:00,638.0566,1622066400000
112,2021-05-28 00:00:00,693.2737,1622152800000
113,2021-05-29 00:00:00,527.1315,1622239200000
114,2021-05-30 00:00:00,0.0,1622325600000
115,2021-05-31 00:00:00,0.0,1622412000000
116,2021-06-01 00:00:00,0.0,1622498400000
117,2021-06-02 00:00:00,0.0,1622584800000
118,2021-06-03 00:00:00,0.0,1622671200000
119,2021-06-04 00:00:00,0.0,1622757600000
120,2021-06-05 00:00:00,0.0,1622844000000
121,2021-06-06 00:00:00,0.0,1622930400000
122,2021-06-07 00:00:00,0.0,1623016800000
123,2021-06-08 00:00:00,0.0,1623103200000
124,2021-06-09 00:00:00,0.0,1623189600000
125,2021-06-10 00:00:00,0.0,1623276000000
126,2021-06-11 00:00:00,0.0,1623362400000
127,2021-06-12 00:00:00,0.0,1623448800000
128,2021-06-13 00:00:00,0.0,1623535200000
129,2021-06-14 00:00:00,0.0,1623621600000
130,2021-06-15 00:00:00,0.0,1623708000000
131,2021-06-16 00:00:00,0.0,1623794400000
132,2021-06-17 00:00:00,0.0,1623880800000
133,2021-06-18 00:00:00,0.0,1623967200000
134,2021-06-19 00:00:00,0.0,1624053600000
135,2021-06-20 00:00:00,2425.5799,1624140000000
136,2021-06-21 00:00:00,9392.719,1624226400000
137,2021-06-22 00:00:00,8732.336800000001,1624312800000
138,2021-06-23 00:00:00,6656.4883,1624399200000
139,2021-06-24 00:00:00,0.0,1624485600000
140,2021-06-25 00:00:00,0.0,1624572000000
141,2021-06-26 00:00:00,0.0,1624658400000
142,2021-06-27 00:00:00,0.0,1624744800000
143,2021-06-28 00:00:00,0.0,1624831200000
144,2021-06-29 00:00:00,0.0,1624917600000
145,2021-06-30 00:00:00,0.0,1625004000000
146,2021-07-01 00:00:00,0.0,1625090400000
147,2021-07-02 00:00:00,4396.1985,1625176800000
148,2021-07-03 00:00:00,7971.2228,1625263200000
149,2021-07-04 00:00:00,7082.2519,1625349600000
150,2021-07-05 00:00:00,7765.2093,1625436000000
151,2021-07-06 00:00:00,0.0,1625522400000
152,2021-07-07 00:00:00,0.0,1625608800000
153,2021-07-08 00:00:00,0.0,1625695200000
154,2021-07-09 00:00:00,0.0,1625781600000
155,2021-07-10 00:00:00,0.0,1625868000000
156,2021-07-11 00:00:00,0.0,1625954400000
157,2021-07-12 00:00:00,0.0,1626040800000
158,2021-07-13 00:00:00,0.0,1626127200000
159,2021-07-14 00:00:00,0.0,1626213600000
160,2021-07-15 00:00:00,0.0,1626300000000
161,2021-07-16 00:00:00,161.8554,1626386400000
162,2021-07-17 00:00:00,4029.5528,1626472800000
163,2021-07-18 00:00:00,8772.5545,1626559200000
164,2021-07-19 00:00:00,8099.0556,1626645600000
165,2021-07-20 00:00:00,6481.6842,1626732000000
166,2021-07-21 00:00:00,9706.2781,1626818400000
167,2021-07-22 00:00:00,9287.0358,1626904800000
168,2021-07-23 00:00:00,12521.2821,1626991200000
169,2021-07-24 00:00:00,8929.5924,1627077600000
170,2021-07-25 00:00:00,2796.4079,1627164000000
171,2021-07-26 00:00:00,4293.6691,1627250400000
172,2021-07-27 00:00:00,3552.212,1627336800000
173,2021-07-28 00:00:00,3544.8208,1627423200000
174,2021-07-29 00:00:00,7233.4968,1627509600000
175,2021-07-30 00:00:00,9991.5483,1627596000000
176,2021-07-31 00:00:00,0.0,1627682400000
177,2021-08-01 00:00:00,0.0,1627768800000
178,2021-08-02 00:00:00,0.0,1627855200000
179,2021-08-03 00:00:00,0.0,1627941600000
180,2021-08-04 00:00:00,354.3197,1628028000000
181,2021-08-05 00:00:00,2712.4143,1628114400000
182,2021-08-06 00:00:00,4113.8022,1628200800000
183,2021-08-07 00:00:00,3003.4674,1628287200000
184,2021-08-08 00:00:00,9745.0174,1628373600000
185,2021-08-09 00:00:00,18937.2489,1628460000000
186,2021-08-10 00:00:00,0.0,1628546400000
187,2021-08-11 00:00:00,0.0,1628632800000
188,2021-08-12 00:00:00,0.0,1628719200000
189,2021-08-13 00:00:00,0.0,1628805600000
190,2021-08-14 00:00:00,4841.6138,1628892000000
191,2021-08-15 00:00:00,8961.4284,1628978400000
192,2021-08-16 00:00:00,9687.1027,1629064800000
193,2021-08-17 00:00:00,11255.4398,1629151200000
194,2021-08-18 00:00:00,12709.531,1629237600000
195,2021-08-19 00:00:00,9427.8156,1629324000000
196,2021-08-20 00:00:00,10948.3234,1629410400000
197,2021-08-21 00:00:00,3094.2021,1629496800000
198,2021-08-22 00:00:00,0.0,1629583200000
199,2021-08-23 00:00:00,2634.7434,1629669600000
200,2021-08-24 00:00:00,7986.7697,1629756000000
201,2021-08-25 00:00:00,18264.9089,1629842400000
202,2021-08-26 00:00:00,12545.1767,1629928800000
203,2021-08-27 00:00:00,0.0,1630015200000
204,2021-08-28 00:00:00,0.0,1630101600000
205,2021-08-29 00:00:00,0.0,1630188000000
206,2021-08-30 00:00:00,0.0,1630274400000
207,2021-08-31 00:00:00,0.0,1630360800000
208,2021-09-01 00:00:00,0.0,1630447200000
209,2021-09-02 00:00:00,0.0,1630533600000
210,2021-09-03 00:00:00,0.0,1630620000000
211,2021-09-04 00:00:00,0.0,1630706400000
212,2021-09-05 00:00:00,0.0,1630792800000
213,2021-09-06 00:00:00,0.0,1630879200000
214,2021-09-07 00:00:00,0.0,1630965600000
215,2021-09-08 00:00:00,0.0,1631052000000
216,2021-09-09 00:00:00,0.0,1631138400000
217,2021-09-10 00:00:00,6455.2111,1631224800000
218,2021-09-11 00:00:00,0.0,1631311200000
219,2021-09-12 00:00:00,0.0,1631397600000
220,2021-09-13 00:00:00,0.0,1631484000000
221,2021-09-14 00:00:00,0.0,1631570400000
222,2021-09-15 00:00:00,0.0,1631656800000
223,2021-09-16 00:00:00,0.0,1631743200000
224,2021-09-17 00:00:00,0.0,1631829600000
225,2021-09-18 00:00:00,0.0,1631916000000
226,2021-09-19 00:00:00,0.0,1632002400000
227,2021-09-20 00:00:00,0.0,1632088800000
228,2021-09-21 00:00:00,0.0,1632175200000
229,2021-09-22 00:00:00,0.0,1632261600000
230,2021-09-23 00:00:00,0.0,1632348000000
231,2021-09-24 00:00:00,0.0,1632434400000
232,2021-09-25 00:00:00,0.0,1632520800000
233,2021-09-26 00:00:00,0.0,1632607200000
234,2021-09-27 00:00:00,0.0,1632693600000
235,2021-09-28 00:00:00,0.0,1632780000000
236,2021-09-29 00:00:00,0.0,1632866400000
237,2021-09-30 00:00:00,0.0,1632952800000
238,2021-10-01 00:00:00,0.0,1633039200000
239,2021-10-02 00:00:00,0.0,1633125600000
240,2021-10-03 00:00:00,0.0,1633212000000
241,2021-10-04 00:00:00,0.0,1633298400000
242,2021-10-05 00:00:00,0.0,1633384800000
243,2021-10-06 00:00:00,0.0,1633471200000
244,2021-10-07 00:00:00,0.0,1633557600000
245,2021-10-08 00:00:00,0.0,1633644000000
246,2021-10-09 00:00:00,0.0,1633730400000
247,2021-10-10 00:00:00,0.0,1633816800000
248,2021-10-11 00:00:00,0.0,1633903200000
249,2021-10-12 00:00:00,0.0,1633989600000
250,2021-10-13 00:00:00,0.0,1634076000000
251,2021-10-14 00:00:00,0.0,1634162400000
252,2021-10-15 00:00:00,0.0,1634248800000
253,2021-10-16 00:00:00,0.0,1634335200000
254,2021-10-17 00:00:00,0.0,1634421600000
255,2021-10-18 00:00:00,6354.4471,1634508000000
256,2021-10-19 00:00:00,16223.8002,1634594400000
257,2021-10-20 00:00:00,8054.3443,1634680800000
258,2021-10-21 00:00:00,10782.7394,1634767200000
259,2021-10-22 00:00:00,16689.779,1634853600000
260,2021-10-23 00:00:00,12349.8707,1634940000000
261,2021-10-24 00:00:00,0.0,1635026400000
262,2021-10-25 00:00:00,0.0,1635112800000
263,2021-10-26 00:00:00,0.0,1635199200000
264,2021-10-27 00:00:00,4305.8653,1635285600000
265,2021-10-28 00:00:00,9494.766,1635372000000
266,2021-10-29 00:00:00,9662.4279,1635458400000
267,2021-10-30 00:00:00,0.0,1635544800000
268,2021-10-31 00:00:00,0.0,1635631200000
269,2021-11-01 00:00:00,0.0,1635721200000
270,2021-11-02 00:00:00,0.0,1635807600000
271,2021-11-03 00:00:00,0.0,1635894000000
272,2021-11-04 00:00:00,7430.6658,1635980400000
273,2021-11-05 00:00:00,10070.8723,1636066800000
274,2021-11-06 00:00:00,13798.1814,1636153200000
275,2021-11-07 00:00:00,0.0,1636239600000
276,2021-11-08 00:00:00,0.0,1636326000000
277,2021-11-09 00:00:00,0.0,1636412400000
278,2021-11-10 00:00:00,0.0,1636498800000
279,2021-11-11 00:00:00,5341.4955,1636585200000
280,2021-11-12 00:00:00,11295.4702,1636671600000
281,2021-11-13 00:00:00,0.0,1636758000000
282,2021-11-14 00:00:00,0.0,1636844400000
283,2021-11-15 00:00:00,0.0,1636930800000
284,2021-11-16 00:00:00,0.0,1637017200000
285,2021-11-17 00:00:00,0.0,1637103600000
286,2021-11-18 00:00:00,8003.1569,1637190000000
287,2021-11-19 00:00:00,13047.2853,1637276400000
288,2021-11-20 00:00:00,0.0,1637362800000
289,2021-11-21 00:00:00,0.0,1637449200000
290,2021-11-22 00:00:00,0.0,1637535600000
291,2021-11-23 00:00:00,0.0,1637622000000
292,2021-11-24 00:00:00,1493.441,1637708400000
293,2021-11-25 00:00:00,13119.9996,1637794800000
294,2021-11-26 00:00:00,15013.3684,1637881200000
295,2021-11-27 00:00:00,0.0,1637967600000
296,2021-11-28 00:00:00,0.0,1638054000000
297,2021-11-29 00:00:00,0.0,1638140400000
298,2021-11-30 00:00:00,0.0,1638226800000
299,2021-12-01 00:00:00,0.0,1638313200000
300,2021-12-02 00:00:00,0.0,1638399600000
301,2021-12-03 00:00:00,0.0,1638486000000
302,2021-12-04 00:00:00,0.0,1638572400000
303,2021-12-05 00:00:00,0.0,1638658800000
304,2021-12-06 00:00:00,0.0,1638745200000
305,2021-12-07 00:00:00,0.0,1638831600000
306,2021-12-08 00:00:00,0.0,1638918000000
307,2021-12-09 00:00:00,0.0,1639004400000
308,2021-12-10 00:00:00,0.0,1639090800000
309,2021-12-11 00:00:00,1395.7471,1639177200000
310,2021-12-12 00:00:00,0.0,1639263600000
311,2021-12-13 00:00:00,0.0,1639350000000
312,2021-12-14 00:00:00,0.0,1639436400000
313,2021-12-15 00:00:00,0.0,1639522800000
314,2021-12-16 00:00:00,0.0,1639609200000
315,2021-12-17 00:00:00,5524.6652,1639695600000
316,2021-12-18 00:00:00,0.0,1639782000000
317,2021-12-19 00:00:00,0.0,1639868400000
318,2021-12-20 00:00:00,0.0,1639954800000
319,2021-12-21 00:00:00,0.0,1640041200000
320,2021-12-22 00:00:00,0.0,1640127600000
321,2021-12-23 00:00:00,0.0,1640214000000
322,2021-12-24 00:00:00,0.0,1640300400000
323,2021-12-25 00:00:00,0.0,1640386800000
324,2021-12-26 00:00:00,0.0,1640473200000
325,2021-12-27 00:00:00,0.0,1640559600000
326,2021-12-28 00:00:00,0.0,1640646000000
327,2021-12-29 00:00:00,655.7357,1640732400000
328,2021-12-30 00:00:00,5988.5986,1640818800000
329,2021-12-31 00:00:00,0.0,1640905200000
330,2022-01-01 00:00:00,0.0,1640991600000
331,2022-01-02 00:00:00,0.0,1641078000000
332,2022-01-03 00:00:00,0.0,1641164400000
333,2022-01-04 00:00:00,0.0,1641250800000
334,2022-01-05 00:00:00,0.0,1641337200000
335,2022-01-06 00:00:00,0.0,1641423600000
336,2022-01-07 00:00:00,0.0,1641510000000
337,2022-01-08 00:00:00,0.0,1641596400000
338,2022-01-09 00:00:00,0.0,1641682800000
339,2022-01-10 00:00:00,0.0,1641769200000
340,2022-01-11 00:00:00,2978.0463,1641855600000
341,2022-01-12 00:00:00,11689.7403,1641942000000
342,2022-01-13 00:00:00,11164.6849,1642028400000
343,2022-01-14 00:00:00,8010.5748,1642114800000
344,2022-01-15 00:00:00,0.0,1642201200000
345,2022-01-16 00:00:00,0.0,1642287600000
346,2022-01-17 00:00:00,0.0,1642374000000
347,2022-01-18 00:00:00,0.0,1642460400000
348,2022-01-19 00:00:00,763.2021,1642546800000
349,2022-01-20 00:00:00,5102.9732,1642633200000
350,2022-01-21 00:00:00,7250.8694,1642719600000
351,2022-01-22 00:00:00,14617.986,1642806000000
352,2022-01-23 00:00:00,0.0,1642892400000
353,2022-01-24 00:00:00,0.0,1642978800000
354,2022-01-25 00:00:00,0.0,1643065200000
355,2022-01-26 00:00:00,0.0,1643151600000
356,2022-01-27 00:00:00,0.0,1643238000000
357,2022-01-28 00:00:00,0.0,1643324400000
358,2022-01-29 00:00:00,0.0,1643410800000
359,2022-01-30 00:00:00,0.0,1643497200000
360,2022-01-31 00:00:00,0.0,1643583600000
361,2022-02-01 00:00:00,0.0,1643670000000
362,2022-02-02 00:00:00,0.0,1643756400000
363,2022-02-03 00:00:00,0.0,1643842800000
364,2022-02-04 00:00:00,0.0,1643929200000
365,2022-02-05 00:00:00,0.0,1644015600000
366,2022-02-06 00:00:00,0.0,1644102000000
367,2022-02-07 00:00:00,0.0,1644188400000
368,2022-02-08 00:00:00,0.0,1644274800000
369,2022-02-09 00:00:00,6171.7373,1644361200000
370,2022-02-10 00:00:00,0.0,1644447600000
371,2022-02-11 00:00:00,0.0,1644534000000
372,2022-02-12 00:00:00,0.0,1644620400000
373,2022-02-13 00:00:00,0.0,1644706800000
374,2022-02-14 00:00:00,1190.4194,1644793200000
375,2022-02-15 00:00:00,2146.6648,1644879600000
376,2022-02-16 00:00:00,778.9341000000001,1644966000000
377,2022-02-17 00:00:00,4348.0919,1645052400000
378,2022-02-18 00:00:00,4417.0474,1645138800000
379,2022-02-19 00:00:00,0.0,1645225200000
380,2022-02-20 00:00:00,0.0,1645311600000
381,2022-02-21 00:00:00,0.0,1645398000000
382,2022-02-22 00:00:00,0.0,1645484400000
383,2022-02-23 00:00:00,0.0,1645570800000
384,2022-02-24 00:00:00,0.0,1645657200000
385,2022-02-25 00:00:00,0.0,1645743600000
386,2022-02-26 00:00:00,0.0,1645830000000
387,2022-02-27 00:00:00,0.0,1645916400000
388,2022-02-28 00:00:00,0.0,1646002800000
389,2022-03-01 00:00:00,0.0,1646089200000
390,2022-03-02 00:00:00,1940.112,1646175600000
391,2022-03-03 00:00:00,0.0,1646262000000
392,2022-03-04 00:00:00,0.0,1646348400000
393,2022-03-05 00:00:00,0.0,1646434800000
394,2022-03-06 00:00:00,1971.4365,1646521200000
395,2022-03-07 00:00:00,5540.1436,1646607600000
396,2022-03-08 00:00:00,1027.1235,1646694000000
397,2022-03-09 00:00:00,3734.9296,1646780400000
398,2022-03-10 00:00:00,8266.7351,1646866800000
399,2022-03-11 00:00:00,0.0,1646953200000
400,2022-03-12 00:00:00,0.0,1647039600000
401,2022-03-13 00:00:00,0.0,1647126000000
402,2022-03-14 00:00:00,780.7099,1647212400000
403,2022-03-15 00:00:00,7659.4661,1647298800000
404,2022-03-16 00:00:00,9722.209,1647385200000
405,2022-03-17 00:00:00,4931.7112,1647471600000
406,2022-03-18 00:00:00,4289.7353,1647558000000
407,2022-03-19 00:00:00,5216.5755,1647644400000
408,2022-03-20 00:00:00,4975.2578,1647730800000
409,2022-03-21 00:00:00,6926.6362,1647817200000
410,2022-03-22 00:00:00,12.8985,1647903600000
411,2022-03-23 00:00:00,5768.5319,1647990000000
412,2022-03-24 00:00:00,11278.7549,1648076400000
413,2022-03-25 00:00:00,0.0,1648162800000
414,2022-03-26 00:00:00,0.0,1648249200000
415,2022-03-27 00:00:00,0.0,1648335600000
416,2022-03-28 00:00:00,0.0,1648418400000
417,2022-03-29 00:00:00,0.0,1648504800000
418,2022-03-30 00:00:00,0.0,1648591200000
419,2022-03-31 00:00:00,0.0,1648677600000
420,2022-04-01 00:00:00,0.0,1648764000000
421,2022-04-02 00:00:00,0.0,1648850400000
422,2022-04-03 00:00:00,0.0,1648936800000
423,2022-04-04 00:00:00,0.0,1649023200000
424,2022-04-05 00:00:00,0.0,1649109600000
425,2022-04-06 00:00:00,0.0,1649196000000
426,2022-04-07 00:00:00,0.0,1649282400000
427,2022-04-08 00:00:00,0.0,1649368800000
428,2022-04-09 00:00:00,0.0,1649455200000
429,2022-04-10 00:00:00,0.0,1649541600000
430,2022-04-11 00:00:00,0.0,1649628000000
431,2022-04-12 00:00:00,0.0,1649714400000
432,2022-04-13 00:00:00,4286.5588,1649800800000
433,2022-04-14 00:00:00,6454.5296,1649887200000
434,2022-04-15 00:00:00,10735.3436,1649973600000
435,2022-04-16 00:00:00,12621.4503,1650060000000
436,2022-04-17 00:00:00,1719.8709,1650146400000
437,2022-04-18 00:00:00,12783.4757,1650232800000
438,2022-04-19 00:00:00,15172.4758,1650319200000
439,2022-04-20 00:00:00,2358.3893,1650405600000
440,2022-04-21 00:00:00,6853.47,1650492000000
441,2022-04-22 00:00:00,9633.411,1650578400000
442,2022-04-23 00:00:00,0.0,1650664800000
443,2022-04-24 00:00:00,0.0,1650751200000
444,2022-04-25 00:00:00,0.0,1650837600000
445,2022-04-26 00:00:00,0.0,1650924000000
446,2022-04-27 00:00:00,448.3312,1651010400000
447,2022-04-28 00:00:00,6198.1943,1651096800000
448,2022-04-29 00:00:00,5215.7849,1651183200000
449,2022-04-30 00:00:00,9430.0179,1651269600000
450,2022-05-01 00:00:00,11275.6195,1651356000000
451,2022-05-02 00:00:00,8986.5263,1651442400000
452,2022-05-03 00:00:00,0.0,1651528800000
453,2022-05-04 00:00:00,0.0,1651615200000
454,2022-05-05 00:00:00,0.0,1651701600000
455,2022-05-06 00:00:00,0.0,1651788000000
456,2022-05-07 00:00:00,0.0,1651874400000
457,2022-05-08 00:00:00,0.0,1651960800000
458,2022-05-09 00:00:00,0.0,1652047200000
459,2022-05-10 00:00:00,2663.4007,1652133600000
460,2022-05-11 00:00:00,2571.1344,1652220000000
461,2022-05-12 00:00:00,6497.0909,1652306400000
462,2022-05-13 00:00:00,7512.3967,1652392800000
463,2022-05-14 00:00:00,0.0,1652479200000
464,2022-05-15 00:00:00,0.0,1652565600000
465,2022-05-16 00:00:00,0.0,1652652000000
466,2022-05-17 00:00:00,0.0,1652738400000
467,2022-05-18 00:00:00,0.0,1652824800000
468,2022-05-19 00:00:00,0.0,1652911200000
469,2022-05-20 00:00:00,0.0,1652997600000
470,2022-05-21 00:00:00,0.0,1653084000000
471,2022-05-22 00:00:00,4862.2767,1653170400000
472,2022-05-23 00:00:00,1173.996,1653256800000
473,2022-05-24 00:00:00,3670.033,1653343200000
474,2022-05-25 00:00:00,2280.2427,1653429600000
475,2022-05-26 00:00:00,2923.6984,1653516000000
476,2022-05-27 00:00:00,2458.6722,1653602400000
477,2022-05-28 00:00:00,981.3656,1653688800000
478,2022-05-29 00:00:00,3557.6327,1653775200000
479,2022-05-30 00:00:00,3974.0282,1653861600000
480,2022-05-31 00:00:00,4227.3565,1653948000000
481,2022-06-01 00:00:00,4534.3883,1654034400000
482,2022-06-02 00:00:00,2115.4818,1654120800000
483,2022-06-03 00:00:00,6268.7722,1654207200000
484,2022-06-04 00:00:00,1437.81,1654293600000
485,2022-06-05 00:00:00,0.0,1654380000000
486,2022-06-06 00:00:00,0.0,1654466400000
487,2022-06-07 00:00:00,0.0,1654552800000
488,2022-06-08 00:00:00,0.0,1654639200000
489,2022-06-09 00:00:00,0.0,1654725600000
490,2022-06-10 00:00:00,0.0,1654812000000
491,2022-06-11 00:00:00,0.0,1654898400000
492,2022-06-12 00:00:00,0.0,1654984800000
493,2022-06-13 00:00:00,0.0,1655071200000
494,2022-06-14 00:00:00,2678.4928,1655157600000
495,2022-06-15 00:00:00,7877.3134,1655244000000
496,2022-06-16 00:00:00,0.0,1655330400000
497,2022-06-17 00:00:00,2652.8174,1655416800000
498,2022-06-18 00:00:00,3651.5026,1655503200000
499,2022-06-19 00:00:00,1908.0265,1655589600000
500,2022-06-20 00:00:00,0.0,1655676000000
501,2022-06-21 00:00:00,0.0,1655762400000
502,2022-06-22 00:00:00,0.0,1655848800000
503,2022-06-23 00:00:00,4974.9807,1655935200000
504,2022-06-24 00:00:00,872.3383,1656021600000
505,2022-06-25 00:00:00,4617.4963,1656108000000
506,2022-06-26 00:00:00,6471.5038,1656194400000
507,2022-06-27 00:00:00,0.0,1656280800000
508,2022-06-28 00:00:00,1739.7295,1656367200000
509,2022-06-29 00:00:00,7575.3187,1656453600000
510,2022-06-30 00:00:00,0.0,1656540000000
511,2022-07-01 00:00:00,0.0,1656626400000
512,2022-07-02 00:00:00,1360.2758,1656712800000
513,2022-07-03 00:00:00,2642.9366,1656799200000
514,2022-07-04 00:00:00,0.0,1656885600000
515,2022-07-05 00:00:00,0.0,1656972000000
516,2022-07-06 00:00:00,0.0,1657058400000
517,2022-07-07 00:00:00,0.0,1657144800000
518,2022-07-08 00:00:00,0.0,1657231200000
519,2022-07-09 00:00:00,0.0,1657317600000
520,2022-07-10 00:00:00,0.0,1657404000000
521,2022-07-11 00:00:00,1225.4469,1657490400000
522,2022-07-12 00:00:00,3274.2284,1657576800000
523,2022-07-13 00:00:00,5049.3458,1657663200000
524,2022-07-14 00:00:00,7341.4207,1657749600000
525,2022-07-15 00:00:00,6349.6604,1657836000000
526,2022-07-16 00:00:00,5737.0585,1657922400000
527,2022-07-17 00:00:00,2427.5174,1658008800000
